0	9
1	15
2	17
3	10
4	10
5	10
6	12
7	15
8	18
9	4
10	11
11	18
12	7
13	14
14	3
15	14
16	16
17	13
18	15
19	13
20	18
21	14
22	8
23	8
24	14
25	13
26	16
27	14
28	13
29	11
30	4
31	16
32	13
33	7
34	18
35	5
36	6
37	10
38	17
39	12
40	1
41	0
42	16
43	3
44	9
45	1
46	15
47	13
48	10
49	14
50	10
51	16
52	2
53	0
54	16
55	16
56	1
57	1
58	15
59	12
60	13
61	0
62	13
63	11
64	5
65	10
66	13
67	16
68	3
69	17
70	18
71	4
72	7
73	11
74	4
75	10
76	4
77	14
78	7
79	7
80	1
81	1
82	13
83	5
84	13
85	7
86	8
87	18
88	9
89	3
90	16
91	16
92	17
93	18
94	10
95	13
96	11
97	14
98	16
99	19
100	10
101	10
102	0
103	16
104	16
105	14
106	10
107	11
108	16
109	4
110	19
111	7
112	9
113	19
114	15
115	3
116	14
117	0
118	2
119	11
120	3
121	8
122	19
123	12
124	10
125	5
126	3
127	16
128	3
129	1
130	3
131	16
132	17
133	5
134	12
135	15
136	16
137	9
138	17
139	13
140	10
141	8
142	13
143	4
144	9
145	3
146	10
147	15
148	7
149	16
150	18
151	15
152	19
153	19
154	2
155	13
156	19
157	19
158	16
159	11
160	6
161	0
162	17
163	3
164	0
165	16
166	0
167	6
168	16
169	2
170	1
171	18
172	8
173	13
174	5
175	8
176	1
177	8
178	1
179	5
180	14
181	16
182	6
183	1
184	7
185	14
186	1
187	3
188	7
189	14
190	13
191	1
192	12
193	10
194	3
195	15
196	8
197	4
198	12
199	16
200	0
201	1
202	3
203	3
204	15
205	3
206	1
207	4
208	6
209	14
210	10
211	19
212	11
213	18
214	1
215	13
216	11
217	17
218	5
219	3
220	8
221	4
222	17
223	18
224	18
225	10
226	17
227	16
228	16
229	8
230	7
231	11
232	18
233	0
234	5
235	10
236	12
237	18
238	8
239	3
240	18
241	0
242	5
243	0
244	1
245	11
246	19
247	11
248	13
249	13
250	3
251	14
252	19
253	3
254	4
255	15
256	4
257	4
258	10
259	3
260	12
261	10
262	8
263	10
264	14
265	5
266	11
267	13
268	9
269	14
270	8
271	1
272	5
273	5
274	13
275	11
276	9
277	2
278	12
279	10
280	3
281	7
282	1
283	0
284	18
285	4
286	3
287	17
288	12
289	13
290	14
291	17
292	18
293	16
294	11
295	11
296	19
297	0
298	7
299	1
300	3
301	13
302	3
303	2
304	3
305	13
306	4
307	1
308	16
309	16
310	15
311	7
312	10
313	7
314	16
315	11
316	19
317	14
318	16
319	4
320	9
321	2
322	4
323	2
324	18
325	16
326	7
327	8
328	11
329	7
330	16
331	16
332	13
333	18
334	19
335	4
336	5
337	10
338	8
339	1
340	10
341	3
342	8
343	5
344	17
345	10
346	5
347	12
348	15
349	13
350	14
351	0
352	14
353	19
354	10
355	19
356	10
357	17
358	14
359	7
360	5
361	13
362	3
363	5
364	1
365	10
366	11
367	13
368	16
369	10
370	12
371	11
372	6
373	15
374	15
375	12
376	10
377	10
378	2
379	14
380	5
381	13
382	2
383	1
384	15
385	11
386	6
387	10
388	12
389	16
390	13
391	10
392	12
393	3
394	3
395	18
396	6
397	15
398	2
399	11
400	5
401	16
402	12
403	4
404	1
405	19
406	11
407	9
408	8
409	7
410	1
411	15
412	10
413	10
414	14
415	10
416	0
417	8
418	11
419	5
420	0
421	19
422	16
423	16
424	11
425	13
426	19
427	13
428	4
429	7
430	8
431	4
432	18
433	14
434	18
435	10
436	16
437	12
438	7
439	1
440	19
441	16
442	1
443	12
444	14
445	19
446	12
447	11
448	10
449	0
450	16
451	1
452	1
453	7
454	14
455	18
456	10
457	2
458	4
459	15
460	4
461	13
462	6
463	7
464	16
465	13
466	13
467	19
468	15
469	8
470	11
471	19
472	10
473	19
474	13
475	7
476	9
477	2
478	9
479	15
480	10
481	16
482	19
483	17
484	2
485	11
486	11
487	18
488	1
489	17
490	11
491	1
492	18
493	13
494	7
495	3
496	9
497	12
498	11
499	17
500	5
501	6
502	5
503	4
504	11
505	7
506	7
507	11
508	5
509	1
510	8
511	12
512	10
513	13
514	13
515	12
516	5
517	4
518	16
519	18
520	5
521	13
522	3
523	3
524	16
525	4
526	15
527	19
528	13
529	18
530	9
531	0
532	10
533	18
534	1
535	2
536	3
537	13
538	3
539	5
540	14
541	17
542	9
543	10
544	10
545	4
546	1
547	1
548	0
549	13
550	9
551	9
552	5
553	3
554	12
555	15
556	3
557	12
558	18
559	16
560	18
561	5
562	4
563	12
564	8
565	10
566	4
567	6
568	8
569	10
570	8
571	16
572	12
573	5
574	4
575	15
576	13
577	3
578	7
579	1
580	3
581	17
582	17
583	11
584	17
585	13
586	0
587	11
588	0
589	3
590	13
591	1
592	5
593	10
594	0
595	14
596	16
597	7
598	16
599	15
600	15
601	10
602	5
603	10
604	7
605	6
606	2
607	16
608	15
609	13
610	8
611	17
612	7
613	19
614	11
615	19
616	11
617	5
618	10
619	4
620	12
621	15
622	10
623	5
624	6
625	13
626	12
627	3
628	10
629	16
630	17
631	1
632	17
633	3
634	1
635	7
636	13
637	14
638	5
639	10
640	17
641	12
642	16
643	16
644	14
645	2
646	16
647	6
648	1
649	15
650	11
651	3
652	19
653	10
654	1
655	17
656	14
657	12
658	9
659	18
660	17
661	12
662	10
663	1
664	14
665	9
666	19
667	6
668	13
669	1
670	10
671	3
672	17
673	13
674	12
675	8
676	18
677	6
678	12
679	8
680	8
681	10
682	11
683	19
684	1
685	12
686	3
687	2
688	4
689	5
690	12
691	5
692	10
693	19
694	10
695	7
696	3
697	19
698	1
699	9
700	3
701	9
702	19
703	1
704	8
705	12
706	12
707	17
708	15
709	3
710	8
711	8
712	6
713	3
714	2
715	17
716	17
717	17
718	16
719	3
720	17
721	13
722	10
723	18
724	15
725	1
726	10
727	13
728	8
729	7
730	16
731	13
732	4
733	5
734	10
735	14
736	16
737	10
738	11
739	3
740	16
741	1
742	8
743	11
744	14
745	1
746	13
747	10
748	10
749	16
750	15
751	13
752	14
753	1
754	18
755	9
756	16
757	3
758	5
759	16
760	1
761	12
762	10
763	10
764	5
765	15
766	6
767	1
768	2
769	12
770	8
771	18
772	12
773	17
774	9
775	3
776	10
777	12
778	5
779	6
780	4
781	18
782	5
783	3
784	8
785	10
786	3
787	3
788	14
789	10
790	14
791	16
792	13
793	4
794	1
795	16
796	0
797	11
798	15
799	11
800	14
801	18
802	17
803	9
804	8
805	15
806	6
807	10
808	17
809	19
810	15
811	15
812	10
813	8
814	18
815	12
816	16
817	10
818	6
819	16
820	8
821	7
822	3
823	13
824	18
825	6
826	2
827	5
828	9
829	16
830	15
831	14
832	17
833	7
834	16
835	18
836	16
837	15
838	5
839	13
840	2
841	15
842	3
843	6
844	1
845	11
846	8
847	18
848	9
849	0
850	3
851	13
852	3
853	18
